"","Province_State","Country_Region","Last_Update","Lat","Long_","Confirmed","Deaths","Recovered","Active","FIPS","Incident_Rate","People_Tested","People_Hospitalized","Mortality_Rate","UID","ISO3","Testing_Rate","Hospitalization_Rate"
"8781","Arkansas","US","2020-09-11 04:30:23",34.9697,-92.3731,66804,940,60668,5196,5,2213.66265005945,797178,NA,1.40710137117538,84000005,"USA",26415.830849187,NA
"8782","California","US","2020-09-11 04:30:23",36.1162,-119.6816,750961,14077,NA,736884,6,1900.57896767793,12389991,NA,1.87453143372292,84000006,"USA",31357.3625052683,NA
"8783","Colorado","US","2020-09-11 04:30:23",39.0598,-105.3111,60155,1979,6102,52074,8,1044.58686767374,1079276,NA,3.28983459396559,84000008,"USA",18741.5432831093,NA
"8784","Connecticut","US","2020-09-11 04:30:23",41.5978,-72.7554,54093,4478,9142,40473,9,1517.21306026696,1309460,NA,8.27833545930157,84000009,"USA",36728.0390049945,NA
"8785","Delaware","US","2020-09-11 04:30:23",39.3185,-75.5071,18466,613,10027,7826,10,1896.35270969146,256698,NA,3.31961442651359,84000010,"USA",26361.4181670302,NA
"8786","Diamond Princess","US","2020-09-11 04:30:23",NA,NA,49,0,NA,49,88888,NA,NA,NA,0,84088888,"USA",NA,NA
"8787","District of Columbia","US","2020-09-11 04:30:23",38.8974,-77.0268,14412,616,11498,2298,11,2042.08578403937,319188,NA,4.27421593116847,84000011,"USA",45226.8441046321,NA
"8788","Florida","US","2020-09-11 04:30:23",27.7663,-81.6868,654731,12326,NA,642405,12,3048.41706554094,4850259,NA,1.88260522260287,84000012,"USA",22582.7283386513,NA
"8789","Georgia","US","2020-09-11 04:30:23",33.0406,-83.6431,289123,6204,NA,282919,13,2723.09956945296,2542594,NA,2.14579953860468,84000013,"USA",23947.3740473559,NA
"8790","Grand Princess","US","2020-09-11 04:30:23",NA,NA,103,3,NA,100,99999,NA,NA,NA,2.9126213592233,84099999,"USA",NA,NA
"8791","Guam","US","2020-09-11 04:30:23",13.4443,144.7937,1846,21,1081,744,66,1124.0402121428,42618,NA,1.13759479956663,316,"GUM",25950.3498164149,NA
"8792","Hawaii","US","2020-09-11 04:30:23",21.0943,-157.4983,10292,94,3120,7078,15,726.90186683542,239272,NA,0.913330742324135,84000015,"USA",16899.2677304163,NA
"8793","Idaho","US","2020-09-11 04:30:23",44.2405,-114.4788,34617,407,17304,16906,16,1937.08678755389,272164,NA,1.17572291070861,84000016,"USA",15229.6642819371,NA
"8794","Illinois","US","2020-09-11 04:30:23",40.3495,-88.9861,257566,8461,NA,249105,17,2032.58868634587,4577649,NA,3.28498326642492,84000017,"USA",36124.6343362963,NA
"8795","Indiana","US","2020-09-11 04:30:23",39.8494,-86.2583,102243,3410,79859,18974,18,1518.71173531342,1164141,NA,3.33519165126219,84000018,"USA",17292.084526662,NA
"8796","Iowa","US","2020-09-11 04:30:23",42.0115,-93.2105,72458,1207,51691,19560,19,2296.55760411021,667869,NA,1.66579259709073,84000019,"USA",21168.1198832356,NA
"8797","Kansas","US","2020-09-11 04:30:23",38.5266,-96.7265,47802,503,1817,45482,20,1640.81180401426,441414,NA,1.05225722773106,84000020,"USA",15151.6108459301,NA
"8798","Kentucky","US","2020-09-11 04:30:23",37.6681,-84.6701,54772,1035,10791,42946,21,1225.96259842652,884491,NA,1.88965164682685,84000021,"USA",19797.5769488949,NA
"8799","Louisiana","US","2020-09-11 04:30:23",31.1695,-91.8678,155419,5161,140440,9818,22,3343.21116401372,2010519,NA,3.32070081521564,84000022,"USA",43248.1843678167,NA
"8800","Maine","US","2020-09-11 04:30:23",44.6939,-69.3819,4633,134,4153,346,23,344.662895436137,313909,NA,2.89229440966976,84000023,"USA",23352.6408036828,NA
"8801","Maryland","US","2020-09-11 04:30:23",39.0639,-76.8021,114078,3824,7166,103088,24,1886.93414140345,1423727,NA,3.35209242798787,84000024,"USA",23549.4931918328,NA
"8802","Massachusetts","US","2020-09-11 04:30:23",42.2302,-71.5301,123546,9166,107501,6879,25,1792.46929598725,1907999,NA,7.41909895909216,84000025,"USA",27682.2367723307,NA
"8803","Michigan","US","2020-09-11 04:30:23",43.3266,-84.5361,120846,6894,80678,33274,26,1210.05036920024,3036448,NA,5.70478129189216,84000026,"USA",30404.440556223,NA
"8804","Minnesota","US","2020-09-11 04:30:23",45.6945,-93.9002,82249,1936,75425,4888,27,1458.41076155324,1205501,NA,2.35382801006699,84000027,"USA",21375.5259208402,NA
"8805","Mississippi","US","2020-09-11 04:30:23",32.7416,-89.6787,88322,2656,74098,11568,28,2967.66055731753,613238,NA,3.00717827947737,84000028,"USA",20605.08395245,NA
"8806","Missouri","US","2020-09-11 04:30:23",38.4561,-92.2884,98738,1713,NA,97025,29,1608.78465702571,1083924,NA,1.73489436691041,84000029,"USA",17660.8833537436,NA
"8807","Montana","US","2020-09-11 04:30:23",46.9219,-110.4544,8663,123,6732,1808,30,810.551863904384,273353,NA,1.41983146715918,84000030,"USA",25576.2188218695,NA
"8808","Nebraska","US","2020-09-11 04:30:23",41.1254,-98.2681,37373,430,28175,8768,31,1932.01227455635,390318,NA,1.15056324084232,84000031,"USA",20177.6460808681,NA
"8809","Nevada","US","2020-09-11 04:30:23",38.3135,-117.0554,72546,1429,1937,69180,32,2355.27031747743,627319,NA,1.96978468833568,84000032,"USA",20366.4684515979,NA
"8810","New Hampshire","US","2020-09-11 04:30:23",43.4525,-71.5639,7573,434,6867,272,33,556.956588569189,225659,NA,5.73088604251948,84000033,"USA",16596.1002007044,NA
"8811","New Jersey","US","2020-09-11 04:30:23",40.2989,-74.521,195414,16014,34290,145110,34,2200.06552438081,3113654,NA,8.1949092695508,84000034,"USA",35055.0258438516,NA
"8812","New Mexico","US","2020-09-11 04:30:23",34.8405,-106.2485,26429,816,13928,11685,35,1260.42705437592,803101,NA,3.08751749971622,84000035,"USA",38300.73887761,NA
"8813","New York","US","2020-09-11 04:30:23",42.1657,-74.9481,441911,33019,75584,333308,36,2271.62009053252,9052978,NA,7.47186650705685,84000036,"USA",46536.3539354055,NA
"8814","North Carolina","US","2020-09-11 04:30:23",35.6301,-79.8064,180754,2990,156652,21112,37,1723.42250500663,2521839,NA,1.65418192681766,84000037,"USA",24044.8017006729,NA
"8815","North Dakota","US","2020-09-11 04:30:23",47.5289,-99.784,14443,160,11930,2353,38,1895.25261724112,214292,NA,1.10780308800111,84000038,"USA",28120.0217305154,NA
"8816","Northern Mariana Islands","US","2020-09-11 04:30:23",15.0979,145.6739,59,2,29,28,69,106.992601189613,14375,NA,3.38983050847458,580,"MNP",26068.1125779777,NA
"8817","Ohio","US","2020-09-11 04:30:23",40.3888,-82.7649,134086,4354,112140,17592,39,1147.10285650734,2490351,NA,3.2471697268917,84000039,"USA",21304.8994362269,NA
"8818","Oklahoma","US","2020-09-11 04:30:23",35.5653,-96.9289,66700,876,56531,9293,40,1685.63277314896,961710,NA,1.31334332833583,84000040,"USA",24304.1963158183,NA
"8819","Oregon","US","2020-09-11 04:30:23",44.572,-122.0709,28471,497,5291,22683,41,675.03023540823,596988,NA,1.74563591022444,84000041,"USA",14154.2253582905,NA
"8820","Pennsylvania","US","2020-09-11 04:30:23",40.5908,-77.2098,146696,7807,116339,22550,42,1145.88444030064,1781226,NA,5.32189016742106,84000042,"USA",13913.6660717331,NA
"8821","Puerto Rico","US","2020-09-11 04:30:23",18.2208,-66.5901,36279,512,NA,35767,72,1236.75260993357,342251,NA,1.41128476529122,630,"PRI",11667.350740163,NA
"8822","Rhode Island","US","2020-09-11 04:30:23",41.6809,-71.5118,22782,1067,2197,19518,44,2150.54169447431,606906,NA,4.68352207883417,84000044,"USA",57289.819051296,NA
"8823","South Carolina","US","2020-09-11 04:30:23",33.8569,-80.945,126592,2975,51431,72186,45,2458.71104901146,1032459,NA,2.35006951466127,84000045,"USA",20052.7549209375,NA
"8824","South Dakota","US","2020-09-11 04:30:23",44.2998,-99.4388,15834,177,13201,2456,46,1789.84218778083,159250,NA,1.11784766957181,84000046,"USA",18001.2863713589,NA
"8825","Tennessee","US","2020-09-11 04:30:23",35.7478,-86.6923,168237,1988,151202,15047,47,2463.50437109964,2393040,NA,1.1816663397469,84000047,"USA",35041.4266791269,NA
"8826","Texas","US","2020-09-11 04:30:23",31.0545,-97.5635,669592,13930,564114,91548,48,2309.26592642589,5405257,NA,2.08037133060132,84000048,"USA",18641.4649722145,NA
"8827","Utah","US","2020-09-11 04:30:23",40.15,-111.8624,56019,430,47545,8044,49,1747.34042055448,703766,NA,0.767596708259698,84000049,"USA",21951.8159626545,NA
"8828","Vermont","US","2020-09-11 04:30:23",44.0459,-72.7107,1661,58,1480,123,50,266.190589898219,147306,NA,3.49187236604455,84000050,"USA",23607.1469208592,NA
"8829","Virgin Islands","US","2020-09-11 04:30:23",18.3358,-64.8963,1201,18,1119,64,78,1119.62561062013,17865,NA,1.49875104079933,850,"VIR",16654.5474885334,NA
"8830","Virginia","US","2020-09-11 04:30:23",37.7693,-78.17,130460,2708,16061,111691,51,1528.4366422241,1716462,NA,2.07573202514181,84000051,"USA",20109.6383242777,NA
"8831","Washington","US","2020-09-11 04:30:23",47.4009,-121.4905,78467,1985,NA,76482,53,1030.44126818328,1597987,NA,2.52972587202263,84000053,"USA",20985.0223765455,NA
"8832","West Virginia","US","2020-09-11 04:30:23",38.4912,-80.9545,11814,258,8904,2652,54,659.20931709285,467790,NA,2.18384966988319,84000054,"USA",26102.2114815358,NA
"8833","Wisconsin","US","2020-09-11 04:30:23",44.2685,-89.6165,84881,1193,74834,8854,55,1457.82674393561,1335630,NA,1.40549710771551,84000055,"USA",22939.3755257681,NA
"8834","Wyoming","US","2020-09-11 04:30:23",42.756,-107.3025,4199,42,3553,604,56,725.517875315978,85299,NA,1.00023815194094,84000056,"USA",14738.2589298827,NA
"8835","Alabama","US","2020-09-12 04:30:24",32.3182,-86.9023,136703,2333,54223,80147,1,2788.04491366326,1010922,NA,1.70661945970462,84000001,"USA",20617.6597456551,NA
"8836","Alaska","US","2020-09-12 04:30:24",61.3707,-152.4044,6104,43,2359,3702,2,834.398430718548,394586,NA,0.704456094364351,84000002,"USA",53938.718739107,NA
"8837","American Samoa","US","2020-09-12 04:30:24",-14.271,-170.132,0,0,NA,0,60,0,1571,NA,NA,16,"ASM",2823.45752233066,NA
"8838","Arizona","US","2020-09-12 04:30:24",33.7298,-111.4312,207523,5288,32472,169763,4,2851.09312534063,1279424,NA,2.54815128925468,84000004,"USA",17577.6033056375,NA
"8839","Arkansas","US","2020-09-12 04:30:24",34.9697,-92.3731,67911,953,61245,5713,5,2250.34495282,798358,NA,1.40330726980901,84000005,"USA",26454.9321294557,NA
"8840","California","US","2020-09-12 04:30:24",36.1162,-119.6816,754905,14230,NA,740675,6,1910.56068903033,12451660,NA,1.88500539803022,84000006,"USA",31513.4382593457,NA
"8841","Colorado","US","2020-09-12 04:30:24",39.0598,-105.3111,60462,1985,6117,52360,8,1049.91789864998,1087199,NA,3.28305381892759,84000008,"USA",18879.1255581086,NA
"8842","Connecticut","US","2020-09-12 04:30:24",41.5978,-72.7554,54326,4480,9142,40704,9,1523.74829852407,1330984,NA,8.24651179913853,84000009,"USA",37331.7491691412,NA
"8843","Delaware","US","2020-09-12 04:30:24",39.3185,-75.5071,18559,613,10027,7919,10,1905.90327841243,256698,NA,3.30297968640552,84000010,"USA",26361.4181670302,NA
"8844","Diamond Princess","US","2020-09-12 04:30:24",NA,NA,49,0,NA,49,88888,NA,NA,NA,0,84088888,"USA",NA,NA
"8845","District of Columbia","US","2020-09-12 04:30:24",38.8974,-77.0268,14493,616,11526,2351,11,2053.56295226773,321436,NA,4.25032774442835,84000011,"USA",45545.3709463279,NA
"8846","Florida","US","2020-09-12 04:30:24",27.7663,-81.6868,658381,12502,NA,645879,12,3065.41140717013,4876756,NA,1.89890048467377,84000012,"USA",22706.0979469113,NA
"8847","Georgia","US","2020-09-12 04:30:24",33.0406,-83.6431,290781,6246,NA,284535,13,2738.71541145154,2558319,NA,2.14800829490235,84000013,"USA",24095.4796658285,NA
"8848","Grand Princess","US","2020-09-12 04:30:24",NA,NA,103,3,NA,100,99999,NA,NA,NA,2.9126213592233,84099999,"USA",NA,NA
"8849","Guam","US","2020-09-12 04:30:24",13.4443,144.7937,1863,23,1118,722,66,1134.39161171291,43013,NA,1.23456790123457,316,"GUM",26190.8676299557,NA
"8850","Hawaii","US","2020-09-12 04:30:24",21.0943,-157.4983,10459,96,3176,7187,15,738.696718347421,246483,NA,0.917869777225356,84000015,"USA",17408.5651810333,NA
"8851","Idaho","US","2020-09-12 04:30:24",44.2405,-114.4788,34950,412,17599,16939,16,1955.72069286791,273816,NA,1.17882689556509,84000016,"USA",15322.1063587502,NA
"8852","Illinois","US","2020-09-12 04:30:24",40.3495,-88.9861,259879,8505,NA,251374,17,2050.8417850915,4634477,NA,3.27267689963406,84000017,"USA",36573.0939538998,NA
"8853","Indiana","US","2020-09-12 04:30:24",39.8494,-86.2583,103505,3420,80738,19347,18,1537.45741188752,1183104,NA,3.30418820346843,84000018,"USA",17573.7598554058,NA
"8854","Iowa","US","2020-09-12 04:30:24",42.0115,-93.2105,73399,1216,52370,19813,19,2326.3826159166,673597,NA,1.6566983201406,84000019,"USA",21349.6689455385,NA
"8855","Kansas","US","2020-09-12 04:30:24",38.5266,-96.7265,48370,516,1859,45995,20,1660.3085009031,448930,NA,1.06677692784784,84000020,"USA",15409.5988280014,NA
"8856","Kentucky","US","2020-09-12 04:30:24",37.6681,-84.6701,55704,1044,10822,43838,21,1246.82357012252,900690,NA,1.87419215855235,84000021,"USA",20160.1594387056,NA
"8857","Louisiana","US","2020-09-12 04:30:24",31.1695,-91.8678,156174,5202,140440,10532,22,3359.45193527612,2037753,NA,3.33090014983288,84000022,"USA",43834.0137248499,NA
"8858","Maine","US","2020-09-12 04:30:24",44.6939,-69.3819,4792,134,4191,467,23,356.4913867753,320008,NA,2.79632721202003,84000023,"USA",23806.3638771265,NA
"8859","Maryland","US","2020-09-12 04:30:24",39.0639,-76.8021,114724,3828,7186,103710,24,1897.61945719919,1432876,NA,3.33670374115268,84000024,"USA",23700.8243903085,NA
"8860","Massachusetts","US","2020-09-12 04:30:24",42.2302,-71.5301,123986,9180,107501,7305,25,1798.85304366208,2905353,NA,7.40406174890713,84000025,"USA",42152.3646779697,NA
"8861","Michigan","US","2020-09-12 04:30:24",43.3266,-84.5361,122251,6900,80678,34673,26,1224.11885941693,3072786,NA,5.64412561042446,84000026,"USA",30768.2987750801,NA
"8862","Minnesota","US","2020-09-12 04:30:24",45.6945,-93.9002,82716,1949,75757,5010,27,1466.69144369704,1212560,NA,2.35625513806277,84000027,"USA",21500.6936622815,NA
"8863","Mississippi","US","2020-09-12 04:30:24",32.7416,-89.6787,89175,2670,74098,12407,28,2996.32175674,618379,NA,2.99411269974769,84000028,"USA",20777.8239597547,NA
"8864","Missouri","US","2020-09-12 04:30:24",38.4561,-92.2884,100268,1720,NA,98548,29,1633.71366637621,1096572,NA,1.7154027207085,84000029,"USA",17866.9631643744,NA
"8865","Montana","US","2020-09-12 04:30:24",46.9219,-110.4544,8785,131,6795,1859,30,821.96676952557,274658,NA,1.4911781445646,84000030,"USA",25698.3208860961,NA
"8866","Nebraska","US","2020-09-12 04:30:24",41.1254,-98.2681,37851,437,28513,8901,31,1956.72267691201,393812,NA,1.15452696097857,84000031,"USA",20358.2698169156,NA
"8867","Nevada","US","2020-09-12 04:30:24",38.3135,-117.0554,72806,1439,1930,69437,32,2363.71144838119,633282,NA,1.97648545449551,84000032,"USA",20560.0625422868,NA
"8868","New Hampshire","US","2020-09-12 04:30:24",43.4525,-71.5639,7620,434,6870,316,33,560.413205453218,227291,NA,5.69553805774278,84000033,"USA",16716.1257061243,NA
"8869","New Jersey","US","2020-09-12 04:30:24",40.2989,-74.521,195888,16023,34345,145520,34,2205.402046117,3140786,NA,8.17967409948542,84000034,"USA",35360.4910500676,NA
"8870","New Mexico","US","2020-09-12 04:30:24",34.8405,-106.2485,26563,818,14120,11625,35,1266.81765656618,806999,NA,3.07947144524338,84000035,"USA",38486.6386338609,NA
"8871","New York","US","2020-09-12 04:30:24",42.1657,-74.9481,442791,33019,75649,334123,36,2276.14368392502,9142700,NA,7.45701696737287,84000036,"USA",46997.565124452,NA
"8872","North Carolina","US","2020-09-12 04:30:24",35.6301,-79.8064,182286,3023,156652,22611,37,1738.02955811567,2558654,NA,1.65838298059094,84000037,"USA",24395.8191028981,NA
"8873","North Dakota","US","2020-09-12 04:30:24",47.5289,-99.784,14684,164,12177,2343,38,1926.87734068882,506398,NA,1.11686189049305,84000038,"USA",66451.0236699901,NA
"8874","Northern Mariana Islands","US","2020-09-12 04:30:24",15.0979,145.6739,59,2,29,28,69,106.992601189613,14375,NA,3.38983050847458,580,"MNP",26068.1125779777,NA
"8875","Ohio","US","2020-09-12 04:30:24",40.3888,-82.7649,135326,4403,113053,17870,39,1157.71102993387,2519213,NA,3.2536245806423,84000039,"USA",21551.8132277079,NA
"8876","Oklahoma","US","2020-09-12 04:30:24",35.5653,-96.9289,67642,888,57383,9371,40,1709.43886118953,974751,NA,1.31279382632093,84000040,"USA",24633.766585603,NA
"8877","Oregon","US","2020-09-12 04:30:24",44.572,-122.0709,28865,499,5310,23056,41,684.371737735188,605739,NA,1.72873722501299,84000041,"USA",14361.7062894154,NA
"8878","Pennsylvania","US","2020-09-12 04:30:24",40.5908,-77.2098,147703,7829,117165,22709,42,1153.75040550339,1794913,NA,5.30050168243028,84000042,"USA",14020.5791459436,NA
"8879","Puerto Rico","US","2020-09-12 04:30:24",18.2208,-66.5901,36581,523,NA,36058,72,1247.04780241957,342553,NA,1.42970394467073,630,"PRI",11677.645932649,NA
"8880","Rhode Island","US","2020-09-12 04:30:24",41.6809,-71.5118,22905,1071,2201,19633,44,2162.15246738364,615683,NA,4.67583497053045,84000044,"USA",58118.337375078,NA
"8881","South Carolina","US","2020-09-12 04:30:24",33.8569,-80.945,129046,3028,51431,74587,45,2506.37343616289,1044476,NA,2.34645010306402,84000045,"USA",20286.1530083046,NA
"8882","South Dakota","US","2020-09-12 04:30:24",44.2998,-99.4388,16117,177,13425,2515,46,1821.83191489602,160963,NA,1.0982192715766,84000046,"USA",18194.9203026251,NA
"8883","Tennessee","US","2020-09-12 04:30:24",35.7478,-86.6923,169859,2025,152674,15160,47,2487.25541331939,2420379,NA,1.19216526648573,84000047,"USA",35441.753277922,NA
"8884","Texas","US","2020-09-12 04:30:24",31.0545,-97.5635,675034,14227,568067,92740,48,2328.03410939643,5454041,NA,2.10759754323486,84000048,"USA",18809.7095584025,NA
"8885","Utah","US","2020-09-12 04:30:24",40.15,-111.8624,56675,431,48021,8223,49,1767.80232304977,707807,NA,0.760476400529334,84000049,"USA",22077.8625297025,NA
"8886","Vermont","US","2020-09-12 04:30:24",44.0459,-72.7107,1668,58,1493,117,50,267.312404545593,148575,NA,3.47721822541966,84000050,"USA",23810.5158905045,NA
"8887","Virgin Islands","US","2020-09-12 04:30:24",18.3358,-64.8963,1201,18,1124,59,78,1119.62561062013,18050,NA,1.49875104079933,850,"VIR",16827.0127158146,NA
"8888","Virginia","US","2020-09-12 04:30:24",37.7693,-78.17,131571,2711,16143,112717,51,1541.45283959886,1734047,NA,2.06048445326098,84000051,"USA",20315.6597741742,NA
"8889","Washington","US","2020-09-12 04:30:24",47.4009,-121.4905,79011,1991,NA,77020,53,1037.58516370486,1614748,NA,2.51990229208591,84000053,"USA",21205.1305251433,NA
"8890","West Virginia","US","2020-09-12 04:30:24",38.4912,-80.9545,12177,264,9062,2851,54,679.464351975591,471791,NA,2.1680216802168,84000054,"USA",26325.4632571993,NA
"8891","Wisconsin","US","2020-09-12 04:30:24",44.2685,-89.6165,86250,1197,75878,9175,55,1481.33924746936,1345659,NA,1.38782608695652,84000055,"USA",23111.6230772217,NA
"8892","Wyoming","US","2020-09-12 04:30:24",42.756,-107.3025,4264,42,3724,498,56,736.748802178454,86355,NA,0.984990619136961,84000056,"USA",14920.7182955254,NA
"8893","Alabama","US","2020-09-13 04:32:00",32.3182,-86.9023,137646,2350,54223,81073,1,2807.27731056446,1016369,NA,1.70727809017334,84000001,"USA",20728.7508017748,NA
"8894","Alaska","US","2020-09-13 04:32:00",61.3707,-152.4044,6207,44,2377,3786,2,848.47822075197,399629,NA,0.708877074270984,84000002,"USA",54628.0816627822,NA
"8895","American Samoa","US","2020-09-13 04:32:00",-14.271,-170.132,0,0,NA,0,60,0,1571,NA,NA,16,"ASM",2823.45752233066,NA
"8896","Arizona","US","2020-09-13 04:32:00",33.7298,-111.4312,208128,5315,32628,170185,4,2859.40502976005,1288729,NA,2.55371694341943,84000004,"USA",17705.4417694767,NA
"8897","Arkansas","US","2020-09-13 04:32:00",34.9697,-92.3731,69710,969,62622,6119,5,2309.95783689067,820000,NA,1.39004446994692,84000005,"USA",27172.0761189262,NA
"8898","California","US","2020-09-13 04:32:00",36.1162,-119.6816,758933,14327,NA,744606,6,1920.75500282533,12556967,NA,1.88778192541371,84000006,"USA",31779.9557873522,NA
"8899","Colorado","US","2020-09-13 04:32:00",39.0598,-105.3111,60876,1988,6139,52749,8,1057.10697625312,1097985,NA,3.26565477363822,84000008,"USA",19066.4236040687,NA
"8900","Connecticut","US","2020-09-13 04:32:00",41.5978,-72.7554,54326,4480,9142,40704,9,1523.74829852407,1330984,NA,8.24651179913853,84000009,"USA",37331.7491691412,NA
"8901","Delaware","US","2020-09-13 04:32:00",39.3185,-75.5071,18726,613,10063,8050,10,1923.05322439523,259585,NA,3.27352344334081,84000010,"USA",26657.8965745294,NA
"8902","Diamond Princess","US","2020-09-13 04:32:00",NA,NA,49,0,NA,49,88888,NA,NA,NA,0,84088888,"USA",NA,NA
"8903","District of Columbia","US","2020-09-13 04:32:00",38.8974,-77.0268,14493,616,11561,2316,11,2053.56295226773,327437,NA,4.25032774442835,84000011,"USA",46395.6732492713,NA
"8904","Florida","US","2020-09-13 04:32:00",27.7663,-81.6868,661571,12600,NA,648971,12,3080.26399615565,4901680,NA,1.90455748513765,84000012,"USA",22822.1436923266,NA
"8905","Georgia","US","2020-09-13 04:32:00",33.0406,-83.6431,292905,6287,NA,286618,13,2758.7202657368,2610171,NA,2.14642972977587,84000013,"USA",24583.8467582953,NA
"8906","Grand Princess","US","2020-09-13 04:32:00",NA,NA,103,3,NA,100,99999,NA,NA,NA,2.9126213592233,84099999,"USA",NA,NA
"8907","Guam","US","2020-09-13 04:32:00",13.4443,144.7937,1863,23,1118,722,66,1134.39161171291,43363,NA,1.23456790123457,316,"GUM",26403.9846799286,NA
"8908","Hawaii","US","2020-09-13 04:32:00",21.0943,-157.4983,10588,97,3334,7157,15,747.807711431542,250039,NA,0.916131469588213,84000015,"USA",17659.7178276002,NA
"8909","Idaho","US","2020-09-13 04:32:00",44.2405,-114.4788,35167,415,18052,16700,16,1967.86350804252,275610,NA,1.18008360110331,84000016,"USA",15422.4944252168,NA
"8910","Illinois","US","2020-09-13 04:32:00",40.3495,-88.9861,261999,8527,NA,253472,17,2067.5718193936,4691071,NA,3.25459257478082,84000017,"USA",37019.7069545095,NA
"8911","Indiana","US","2020-09-13 04:32:00",39.8494,-86.2583,104561,3437,81089,20035,18,1553.14317612068,1206980,NA,3.28707644341581,84000018,"USA",17928.4126080866,NA
"8912","Iowa","US","2020-09-13 04:32:00",42.0115,-93.2105,74205,1218,52953,20034,19,2351.92880031188,678890,NA,1.64139882757227,84000019,"USA",21517.4306750722,NA
"8913","Kansas","US","2020-09-13 04:32:00",38.5266,-96.7265,48658,526,1859,46273,20,1670.19415002983,448930,NA,1.08101442722677,84000020,"USA",15409.5988280014,NA
"8914","Kentucky","US","2020-09-13 04:32:00",37.6681,-84.6701,56415,1057,10872,44486,21,1262.73789509662,930222,NA,1.87361517326952,84000021,"USA",20821.17469206,NA
"8915","Louisiana","US","2020-09-13 04:32:00",31.1695,-91.8678,156174,5202,140440,10532,22,3359.45193527612,2037753,NA,3.33090014983288,84000022,"USA",43834.0137248499,NA
"8916","Maine","US","2020-09-13 04:32:00",44.6939,-69.3819,4834,135,4211,488,23,359.615893921495,325003,NA,2.79271824575921,84000023,"USA",24177.9570484418,NA
"8917","Maryland","US","2020-09-13 04:32:00",39.0639,-76.8021,115533,3836,7221,104476,24,1911.00091304866,1444452,NA,3.32026347450512,84000024,"USA",23892.2999563325,NA
"8918","Massachusetts","US","2020-09-13 04:32:00",42.2302,-71.5301,124540,9196,107501,7843,25,1806.89076232538,2968723,NA,7.38397302071624,84000025,"USA",43071.7694283194,NA
"8919","Michigan","US","2020-09-13 04:32:00",43.3266,-84.5361,123058,6911,85513,30634,26,1232.19947977627,3110610,NA,5.6160509678363,84000026,"USA",31147.0365501378,NA
"8920","Minnesota","US","2020-09-13 04:32:00",45.6945,-93.9002,83588,1958,76650,4980,27,1482.15344547304,1222522,NA,2.34244149877973,84000027,"USA",21677.3363935803,NA
"8921","Mississippi","US","2020-09-13 04:32:00",32.7416,-89.6787,89620,2685,74098,12837,28,3011.27396511398,622539,NA,2.99598303950011,84000028,"USA",20917.6019077002,NA
"8922","Missouri","US","2020-09-13 04:32:00",38.4561,-92.2884,102290,1728,NA,100562,29,1666.65906304726,1113373,NA,1.68931469351843,84000029,"USA",18140.7097565951,NA
"8923","Montana","US","2020-09-13 04:32:00",46.9219,-110.4544,8925,133,6824,1968,30,835.065841549882,278728,NA,1.49019607843137,84000030,"USA",26079.1296228029,NA
"8924","Nebraska","US","2020-09-13 04:32:00",41.1254,-98.2681,38120,437,28816,8867,31,1970.62874016237,397354,NA,1.14637985309549,84000031,"USA",20541.374932279,NA
"8925","Nevada","US","2020-09-13 04:32:00",38.3135,-117.0554,73220,1449,1930,69841,32,2377.15232605102,637902,NA,1.97896749521988,84000032,"USA",20710.054945269,NA
"8926","New Hampshire","US","2020-09-13 04:32:00",43.4525,-71.5639,7652,435,6920,297,33,562.766646735961,229024,NA,5.68478829064297,84000033,"USA",16843.5792605929,NA
"8927","New Jersey","US","2020-09-13 04:32:00",40.2989,-74.521,196337,16027,34397,145913,34,2210.45710573631,3141235,NA,8.16300544472005,84000034,"USA",35365.5461096869,NA
"8928","New Mexico","US","2020-09-13 04:32:00",34.8405,-106.2485,26661,821,14276,11564,35,1271.49138055607,812050,NA,3.07940437342935,84000035,"USA",38727.5261835848,NA
"8929","New York","US","2020-09-13 04:32:00",42.1657,-74.9481,443640,33023,75707,334910,36,2280.50792345936,9245625,NA,7.44364800288522,84000036,"USA",47526.6456357271,NA
"8930","North Carolina","US","2020-09-13 04:32:00",35.6301,-79.8064,183738,3047,156652,24039,37,1751.87384082736,2581132,NA,1.65833959224548,84000037,"USA",24610.1385152903,NA
"8931","North Dakota","US","2020-09-13 04:32:00",47.5289,-99.784,15151,167,12450,2534,38,1988.15844380116,515420,NA,1.10223747607419,84000038,"USA",67634.9168440363,NA
"8932","Northern Mariana Islands","US","2020-09-13 04:32:00",15.0979,145.6739,60,2,29,29,69,108.806035108081,14376,NA,3.33333333333333,580,"MNP",26069.9260118961,NA
"8933","Ohio","US","2020-09-13 04:32:00",40.3888,-82.7649,136568,4411,114066,18091,39,1168.33631331753,2567011,NA,3.22989280065608,84000039,"USA",21960.7240933861,NA
"8934","Oklahoma","US","2020-09-13 04:32:00",35.5653,-96.9289,68659,899,58125,9635,40,1735.14033840531,988835,NA,1.30936949271035,84000040,"USA",24989.6954008508,NA
"8935","Oregon","US","2020-09-13 04:32:00",44.572,-122.0709,29156,505,5310,23341,41,691.271172194947,610104,NA,1.73206201124983,84000041,"USA",14465.1978063118,NA
