"","Province_State","Country_Region","Last_Update","Lat","Long_","Confirmed","Deaths","Recovered","Active","FIPS","Incident_Rate","People_Tested","People_Hospitalized","Mortality_Rate","UID","ISO3","Testing_Rate","Hospitalization_Rate"
"6523","Delaware","US","2020-08-03 04:34:47",39.3185,-75.5071,14949,585,8235,6129,10,1535.17690117934,184911,NA,3.91330523780855,84000010,"USA",18989.3033630325,NA
"6524","Diamond Princess","US","2020-08-03 04:34:47",NA,NA,49,0,NA,49,88888,NA,NA,NA,0,84088888,"USA",NA,NA
"6525","District of Columbia","US","2020-08-03 04:34:47",38.8974,-77.0268,12057,584,9870,1603,11,1708.39774480729,197192,NA,4.84365928506262,84000011,"USA",27940.811818366,NA
"6526","Florida","US","2020-08-03 04:34:47",27.7663,-81.6868,487132,7084,NA,480048,12,2268.07880178438,3720997,27524,1.45422595928824,84000012,"USA",17324.9025258108,5.65021390506064
"6527","Georgia","US","2020-08-03 04:34:47",33.0406,-83.6431,193177,3840,NA,189337,13,1819.43396245963,1624640,19064,1.98781428430921,84000013,"USA",15301.6414623398,9.86866966564343
"6528","Grand Princess","US","2020-08-03 04:34:47",NA,NA,103,3,NA,100,99999,NA,NA,NA,2.9126213592233,84099999,"USA",NA,NA
"6529","Guam","US","2020-08-03 04:34:47",13.4443,144.7937,368,5,304,59,66,224.077355400082,22052,NA,1.35869565217391,316,"GUM",13427.5919600071,NA
"6530","Hawaii","US","2020-08-03 04:34:47",21.0943,-157.4983,2242,26,1269,947,15,158.347647244949,126641,194,1.15967885816235,84000015,"USA",8944.38197803191,8.65298840321142
"6531","Idaho","US","2020-08-03 04:34:47",44.2405,-114.4788,21110,197,7146,13767,16,1181.26649002694,184299,856,0.93320701089531,84000016,"USA",10312.9432896957,4.05495026054003
"6532","Illinois","US","2020-08-03 04:34:47",40.3495,-88.9861,183224,7714,NA,175510,17,1445.91688913535,2779603,NA,4.21014714229577,84000017,"USA",21935.3082717946,NA
"6533","Indiana","US","2020-08-03 04:34:47",39.8494,-86.2583,67857,2975,47355,17527,18,1007.94403747115,769043,8848,4.38421975625212,84000018,"USA",11423.3211961762,13.0391853456534
"6534","Iowa","US","2020-08-03 04:34:47",42.0115,-93.2105,45723,878,32952,11893,19,1449.1913016193,484118,NA,1.92025895063753,84000019,"USA",15344.1286564165,NA
"6535","Kansas","US","2020-08-03 04:34:47",38.5266,-96.7265,27871,361,1178,26332,20,956.676829205503,292507,1751,1.29525313049406,84000020,"USA",10040.3526705326,6.28251587671773
"6536","Kentucky","US","2020-08-03 04:34:47",37.6681,-84.6701,31185,742,8135,22308,21,698.014380193,597136,3782,2.37934904601571,84000021,"USA",13365.7051444902,12.1276254609588
"6537","Louisiana","US","2020-08-03 04:34:47",31.1695,-91.8678,119747,4007,74246,41494,22,2575.8723660373,1379440,NA,3.34622161724302,84000022,"USA",29673.0721989402,NA
"6538","Maine","US","2020-08-03 04:34:47",44.6939,-69.3819,3958,123,3387,448,23,294.447602015158,172074,388,3.10763011622031,84000023,"USA",12801.1057779576,9.80293077311774
"6539","Maryland","US","2020-08-03 04:34:47",39.0639,-76.8021,90274,3515,5713,81046,24,1493.19844914054,944786,12746,3.89370139796619,84000024,"USA",15627.4562993741,14.1192369896094
"6540","Massachusetts","US","2020-08-03 04:34:47",42.2302,-71.5301,118458,8638,97595,12225,25,1718.64995923832,1214540,11936,7.2920359958804,84000025,"USA",17621.1747749693,10.0761451316078
"6541","Michigan","US","2020-08-03 04:34:47",43.3266,-84.5361,91758,6457,60022,25279,26,918.787562493385,1901841,NA,7.03698860044901,84000026,"USA",19043.4387916038,NA
"6542","Minnesota","US","2020-08-03 04:34:47",45.6945,-93.9002,55947,1654,48847,5446,27,992.03281348854,858341,5241,2.95636942105922,84000027,"USA",15219.8051220363,9.36779451981339
"6543","Mississippi","US","2020-08-03 04:34:47",32.7416,-89.6787,60553,1703,35071,23779,28,2034.60915431317,462145,4314,2.81241226693971,84000028,"USA",15528.2884022272,7.12433735735637
"6544","Missouri","US","2020-08-03 04:34:47",38.4561,-92.2884,52184,1276,NA,50908,29,850.258447023737,702467,NA,2.44519392917369,84000029,"USA",11445.6251055002,NA
"6545","Montana","US","2020-08-03 04:34:47",46.9219,-110.4544,4193,61,2466,1666,30,392.317207128141,174295,233,1.45480562842833,84000030,"USA",16307.8768462674,5.55688051514429
"6546","Nebraska","US","2020-08-03 04:34:47",41.1254,-98.2681,26702,332,19325,7045,31,1380.37063535717,277243,1629,1.24335255786083,84000031,"USA",14332.1884524878,6.10066661673283
"6547","Nevada","US","2020-08-03 04:34:47",38.3135,-117.0554,50205,832,1127,48246,32,1629.94991162785,482119,NA,1.65720545762374,84000032,"USA",15652.4215007292,NA
"6548","New Hampshire","US","2020-08-03 04:34:47",43.4525,-71.5639,6634,417,5794,423,33,487.897795928694,160962,695,6.28580042206813,84000033,"USA",11837.9567422783,10.4763340367802
"6549","New Jersey","US","2020-08-03 04:34:47",40.2989,-74.521,182350,15836,32475,134039,34,2052.9846805799,2145878,21565,8.6843981354538,84000034,"USA",24159.3345785217,11.8261584864272
"6550","New Mexico","US","2020-08-03 04:34:47",34.8405,-106.2485,21016,654,8286,12076,35,1002.2753405261,565886,2703,3.11191473163304,84000035,"USA",26987.7038137111,12.8616292348687
"6551","New York","US","2020-08-03 04:34:47",42.1657,-74.9481,416298,32710,73222,310366,36,2139.95782057588,6030935,89995,7.85735218521348,84000036,"USA",31001.7019506095,21.6179275422894
"6552","North Carolina","US","2020-08-03 04:34:47",35.6301,-79.8064,125330,1983,92302,31045,37,1194.97517373049,1813510,NA,1.58222293146094,84000037,"USA",17291.1467909677,NA
"6553","North Dakota","US","2020-08-03 04:34:47",47.5289,-99.784,6660,105,5396,1159,38,873.944639674987,156185,371,1.57657657657658,84000038,"USA",20495.0515837294,5.57057057057057
"6554","Northern Mariana Islands","US","2020-08-03 04:34:47",15.0979,145.6739,45,2,29,14,69,81.6045263310605,11764,4,4.44444444444444,580,"MNP",21333.2366168577,8.88888888888889
"6555","Ohio","US","2020-08-03 04:34:47",40.3888,-82.7649,93031,3529,68394,21108,39,795.878211325081,1517546,10900,3.79335920284636,84000039,"USA",12982.5735086534,11.7165245993271
"6556","Oklahoma","US","2020-08-03 04:34:47",35.5653,-96.9289,38225,550,30820,6855,40,966.016682962802,637686,3241,1.43884892086331,84000040,"USA",16115.5085543968,8.47874427730543
"6557","Oregon","US","2020-08-03 04:34:47",44.572,-122.0709,19097,326,3872,14899,41,452.778350096272,413657,1607,1.70707440959313,84000041,"USA",9807.55793924562,8.41493428287166
"6558","Pennsylvania","US","2020-08-03 04:34:47",40.5908,-77.2098,118033,7223,86328,24482,42,921.989543968519,1244569,NA,6.11947506205892,84000042,"USA",9721.68465384559,NA
"6559","Puerto Rico","US","2020-08-03 04:34:47",18.2208,-66.5901,18411,230,NA,18181,72,627.631751191788,324383,NA,1.24925316386943,630,"PRI",11058.2298814212,NA
"6560","Rhode Island","US","2020-08-03 04:34:47",41.6809,-71.5118,19022,1007,1823,16192,44,1795.61075025416,206016,2211,5.29387025549364,84000044,"USA",19447.1950543771,11.6233834507412
"6561","South Carolina","US","2020-08-03 04:34:47",33.8569,-80.945,91788,1777,32859,57152,45,1782.73642699905,722257,5527,1.93598291715693,84000045,"USA",14027.9106588558,6.02148428988539
"6562","South Dakota","US","2020-08-03 04:34:47",44.2998,-99.4388,8955,135,7909,911,46,1012.25443928112,113953,835,1.50753768844221,84000046,"USA",12881.0083885429,9.32439977666108
"6563","Tennessee","US","2020-08-03 04:34:47",35.7478,-86.6923,109627,1073,68471,40083,47,1605.27466425661,1562298,4756,0.978773477336787,84000047,"USA",22876.8222921249,4.33834730495225
"6564","Texas","US","2020-08-03 04:34:47",31.0545,-97.5635,448145,6878,282604,158663,48,1545.54710719085,3747779,NA,1.53477111202847,84000048,"USA",12925.2116878256,NA
"6565","Utah","US","2020-08-03 04:34:47",40.15,-111.8624,41175,311,29389,11475,49,1284.32749274944,536716,2430,0.755312689738919,84000049,"USA",16741.2049689983,5.9016393442623
"6566","Vermont","US","2020-08-03 04:34:47",44.0459,-72.7107,1426,57,1238,131,50,228.529669593534,96681,NA,3.99719495091164,84000050,"USA",15494.023131818,NA
"6567","Virgin Islands","US","2020-08-03 04:34:47",18.3358,-64.8963,421,8,341,72,78,392.474922623709,9289,NA,1.90023752969121,850,"VIR",8659.61889845993,NA
"6568","Virginia","US","2020-08-03 04:34:47",37.7693,-78.17,91782,2218,12108,77456,51,1075.29489419448,1140026,13280,2.41659584668018,84000051,"USA",13356.2587113918,14.4690680089778
"6569","Washington","US","2020-08-03 04:34:47",47.4009,-121.4905,58173,1596,NA,56577,53,763.937195177923,1001528,5655,2.74354081790521,84000053,"USA",13152.2268270874,9.72100458975813
"6570","West Virginia","US","2020-08-03 04:34:47",38.4912,-80.9545,6858,117,4897,1844,54,382.669501999557,291212,NA,1.70603674540682,84000054,"USA",16249.3366894568,NA
"6571","Wisconsin","US","2020-08-03 04:34:47",44.2685,-89.6165,54924,948,43964,10012,55,943.316832788487,963656,4717,1.72602141140485,84000055,"USA",16550.7414940212,8.58823101012308
"6572","Wyoming","US","2020-08-03 04:34:47",42.756,-107.3025,2808,26,2173,609,56,485.176040458982,53381,167,0.925925925925926,84000056,"USA",9223.35548993623,5.94729344729345
"6573","Alabama","US","2020-08-04 04:42:12",32.3182,-86.9023,92661,1633,35401,55627,1,1889.81243824167,714051,10865,1.76233798469691,84000001,"USA",14563.003435522,11.7255371731365
"6574","Alaska","US","2020-08-04 04:42:12",61.3707,-152.4044,3341,25,946,2370,2,456.704645647226,245807,NA,0.74827895839569,84000002,"USA",33601.0771722861,NA
"6575","American Samoa","US","2020-08-04 04:42:12",-14.271,-170.132,0,0,NA,0,60,0,1267,NA,NA,16,"ASM",2277.09782354738,NA
"6576","Arizona","US","2020-08-04 04:42:12",33.7298,-111.4312,179497,3779,23702,152016,4,2466.05273978917,964418,11400,2.10532766564344,84000004,"USA",13249.8351014334,6.35108107656395
"6577","Arkansas","US","2020-08-04 04:42:12",34.9697,-92.3731,44597,475,37240,6882,5,1477.79643740945,527400,2966,1.06509406462318,84000005,"USA",17476.2840794167,6.65067156983654
"6578","California","US","2020-08-04 04:42:12",36.1162,-119.6816,516851,9441,NA,507410,6,1308.07876843578,8184696,NA,1.82663862505829,84000006,"USA",20714.3394589568,NA
"6579","Colorado","US","2020-08-04 04:42:12",39.0598,-105.3111,47950,1844,5393,40713,8,832.647997755063,547212,6474,3.84567257559958,84000008,"USA",9502.29355886431,13.5015641293014
"6580","Connecticut","US","2020-08-04 04:42:12",41.5978,-72.7554,50062,4437,8613,37012,9,1404.15063359556,829182,10807,8.86300986776397,84000009,"USA",23257.0898219414,21.5872318325277
"6581","Delaware","US","2020-08-04 04:42:12",39.3185,-75.5071,15055,585,8267,6203,10,1546.06249563549,187659,NA,3.88575224178014,84000010,"USA",19271.5072645939,NA
"6582","Diamond Princess","US","2020-08-04 04:42:12",NA,NA,49,0,NA,49,88888,NA,NA,NA,0,84088888,"USA",NA,NA
"6583","District of Columbia","US","2020-08-04 04:42:12",38.8974,-77.0268,12313,586,9893,1834,11,1744.67126414632,198815,NA,4.75919759603671,84000011,"USA",28170.7802632381,NA
"6584","Florida","US","2020-08-04 04:42:12",27.7663,-81.6868,491884,7157,NA,484727,12,2290.20403779039,3752798,27744,1.45501784973693,84000012,"USA",17472.9674732492,5.64035422985907
"6585","Georgia","US","2020-08-04 04:42:12",33.0406,-83.6431,195435,3842,NA,191593,13,1840.70089323935,1646401,19124,1.96587100570522,84000013,"USA",15506.5970339507,9.78535062808606
"6586","Grand Princess","US","2020-08-04 04:42:12",NA,NA,103,3,NA,100,99999,NA,NA,NA,2.9126213592233,84099999,"USA",NA,NA
"6587","Guam","US","2020-08-04 04:42:12",13.4443,144.7937,375,5,305,65,66,228.33969639954,22573,NA,1.33333333333333,316,"GUM",13744.8319115382,NA
"6588","Hawaii","US","2020-08-04 04:42:12",21.0943,-157.4983,2448,26,1294,1128,15,172.896985038196,127279,199,1.06209150326797,84000015,"USA",8989.44254847896,8.12908496732026
"6589","Idaho","US","2020-08-04 04:42:12",44.2405,-114.4788,21670,200,7370,14100,16,1212.60278725172,185337,874,0.922934933087217,84000016,"USA",10371.0273549087,4.03322565759114
"6590","Illinois","US","2020-08-04 04:42:12",40.3495,-88.9861,184522,7723,NA,176799,17,1456.16008938258,2808078,NA,4.18540878594422,84000017,"USA",22160.0194636588,NA
"6591","Indiana","US","2020-08-04 04:42:12",39.8494,-86.2583,68433,2980,47355,18098,18,1016.49990887106,775482,9004,4.35462423099966,84000018,"USA",11518.9657377456,13.1573948241346
"6592","Iowa","US","2020-08-04 04:42:12",42.0115,-93.2105,45905,884,33219,11802,19,1454.95979486984,486475,NA,1.92571615292452,84000019,"USA",15418.8338135129,NA
"6593","Kansas","US","2020-08-04 04:42:12",38.5266,-96.7265,28432,367,1196,26869,20,975.933249900285,301839,1782,1.29079909960608,84000020,"USA",10360.6751623752,6.26758581879572
"6594","Kentucky","US","2020-08-04 04:42:12",37.6681,-84.6701,31508,744,8335,22429,21,705.244094632709,600293,3815,2.36130506538022,84000021,"USA",13436.3683286579,12.1080360543354
"6595","Louisiana","US","2020-08-04 04:42:12",31.1695,-91.8678,120846,4024,74246,42576,22,2599.51290592786,1393910,NA,3.32985783559241,84000022,"USA",29984.33572234,NA
"6596","Maine","US","2020-08-04 04:42:12",44.6939,-69.3819,3970,124,3396,450,23,295.340318342642,174145,389,3.12342569269521,84000023,"USA",12955.1737374759,9.79848866498741
"6597","Maryland","US","2020-08-04 04:42:12",39.0639,-76.8021,91144,3523,5740,81881,24,1507.58888991809,960637,12832,3.86531203370491,84000024,"USA",15889.6435140464,14.0788203282717
"6598","Massachusetts","US","2020-08-04 04:42:12",42.2302,-71.5301,118657,8648,97595,12414,25,1721.53715420944,1226852,11942,7.2882341539058,84000025,"USA",17799.8036417249,10.064302990974
"6599","Michigan","US","2020-08-04 04:42:12",43.3266,-84.5361,92374,6467,60022,25885,26,924.955669236077,1926823,NA,7.00088769567194,84000026,"USA",19293.5875621329,NA
"6600","Minnesota","US","2020-08-04 04:42:12",45.6945,-93.9002,56560,1656,49565,5339,27,1002.90231703061,872004,5298,2.92786421499293,84000027,"USA",15462.0727026161,9.36704384724187
"6601","Mississippi","US","2020-08-04 04:42:12",32.7416,-89.6787,61125,1711,42391,17023,28,2053.82862215568,462717,4380,2.79918200408998,84000028,"USA",15547.5078700697,7.16564417177914
"6602","Missouri","US","2020-08-04 04:42:12",38.4561,-92.2884,53214,1279,NA,51935,29,867.040721292372,712948,NA,2.40350283759913,84000029,"USA",11616.3969662862,NA
"6603","Montana","US","2020-08-04 04:42:12",46.9219,-110.4544,4233,64,2653,1516,30,396.059799135087,179508,236,1.51193007323411,84000030,"USA",16795.6301495727,5.57524214505079
"6604","Nebraska","US","2020-08-04 04:42:12",41.1254,-98.2681,26956,328,19575,7053,31,1393.50126757127,281106,1630,1.21679774447247,84000031,"USA",14531.8877920273,6.04689123015284
"6605","Nevada","US","2020-08-04 04:42:12",38.3135,-117.0554,51199,847,1158,49194,32,1662.22100439069,484866,NA,1.65432918611692,84000032,"USA",15741.6052953162,NA
"6606","New Hampshire","US","2020-08-04 04:42:12",43.4525,-71.5639,6660,417,5820,423,33,489.809966970923,162622,696,6.26126126126126,84000033,"USA",11960.0415088206,10.4504504504505
"6607","New Jersey","US","2020-08-04 04:42:12",40.2989,-74.521,182614,15846,32660,134108,34,2055.95692053424,2164580,21565,8.67731937310392,84000034,"USA",24369.8907589232,11.8090617367781
"6608","New Mexico","US","2020-08-04 04:42:12",34.8405,-106.2485,21130,655,8343,12132,35,1007.71212149393,574253,2720,3.09985802177,84000035,"USA",27386.7349221133,12.8726928537624
"6609","New York","US","2020-08-04 04:42:12",42.1657,-74.9481,416843,32719,73279,310845,36,2142.75936421101,6082774,89995,7.84923820239275,84000036,"USA",31268.1775845564,21.5896632545107
"6610","North Carolina","US","2020-08-04 04:42:12",35.6301,-79.8064,127630,2043,105093,20494,37,1216.90482265398,1837410,NA,1.6007208336598,84000037,"USA",17519.0244471726,NA
"6611","North Dakota","US","2020-08-04 04:42:12",47.5289,-99.784,6785,105,5590,1090,38,890.347504533752,158751,379,1.54753131908622,84000038,"USA",20831.7695935501,5.5858511422255
"6612","Northern Mariana Islands","US","2020-08-04 04:42:12",15.0979,145.6739,46,2,29,15,69,83.4179602495285,12301,4,4.34782608695652,580,"MNP",22307.050631075,8.69565217391304
"6613","Ohio","US","2020-08-04 04:42:12",40.3888,-82.7649,93963,3539,69501,20923,39,803.851451352114,1535543,10992,3.7663761267733,84000039,"USA",13136.5374579737,11.6982216404329
"6614","Oklahoma","US","2020-08-04 04:42:12",35.5653,-96.9289,38602,551,31165,6886,40,975.544172550165,638063,3275,1.42738718201129,84000040,"USA",16125.0360439841,8.48401637220869
"6615","Oregon","US","2020-08-04 04:42:12",44.572,-122.0709,19366,328,3960,15078,41,459.156177827114,417131,1655,1.69368997211608,84000041,"USA",9889.92438362088,8.54590519467107
"6616","Pennsylvania","US","2020-08-04 04:42:12",40.5908,-77.2098,118894,7224,86757,24913,42,928.715061386164,1256569,NA,6.07600047100779,84000042,"USA",9815.42008823785,NA
"6617","Puerto Rico","US","2020-08-04 04:42:12",18.2208,-66.5901,18791,230,NA,18561,72,640.585966902661,324763,NA,1.22399020807834,630,"PRI",11071.1840971321,NA
"6618","Rhode Island","US","2020-08-04 04:42:12",41.6809,-71.5118,19246,1010,1838,16398,44,1816.75557246302,210066,2231,5.24784370778344,84000044,"USA",19829.5009916355,11.5920191208563
"6619","South Carolina","US","2020-08-04 04:42:12",33.8569,-80.945,92951,1793,32859,58299,45,1805.324591733,731675,5527,1.9289733300341,84000045,"USA",14210.8301218518,5.94614366709341
"6620","South Dakota","US","2020-08-04 04:42:12",44.2998,-99.4388,9020,135,7939,946,46,1019.60190310617,114648,838,1.49667405764967,84000046,"USA",12959.5697325184,9.29046563192905
"6621","Tennessee","US","2020-08-04 04:42:12",35.7478,-86.6923,110636,1092,70878,38666,47,1620.04951111218,1574533,4808,0.987020499656531,84000047,"USA",23055.9801229256,4.3457825662533
"6622","Texas","US","2020-08-04 04:42:12",31.0545,-97.5635,456624,7016,297422,152186,48,1574.78919160966,3834586,NA,1.53649392059988,84000048,"USA",13224.5886924422,NA
"6623","Utah","US","2020-08-04 04:42:12",40.15,-111.8624,41529,314,29967,11248,49,1295.36943403501,540182,2450,0.756098148281923,84000049,"USA",16849.3161794384,5.899491921308
"6624","Vermont","US","2020-08-04 04:42:12",44.0459,-72.7107,1427,57,1240,130,50,228.689928828874,97238,NA,3.99439383321654,84000050,"USA",15583.2875259019,NA
"6625","Virgin Islands","US","2020-08-04 04:42:12",18.3358,-64.8963,439,8,354,77,78,409.255323115934,9436,NA,1.82232346241458,850,"VIR",8796.6588358131,NA
"6626","Virginia","US","2020-08-04 04:42:12",37.7693,-78.17,93106,2218,12255,78633,51,1090.80654615144,1155108,13460,2.38223100552059,84000051,"USA",13532.9556410102,14.4566408179924
"6627","Washington","US","2020-08-04 04:42:12",47.4009,-121.4905,58715,1600,NA,57115,53,771.054826377731,1008280,5692,2.72502767606233,84000053,"USA",13240.8951773846,9.69428595759176
"6628","West Virginia","US","2020-08-04 04:42:12",38.4912,-80.9545,6978,117,4918,1943,54,389.365381299637,295046,NA,1.67669819432502,84000054,"USA",16463.2700330944,NA
"6629","Wisconsin","US","2020-08-04 04:42:12",44.2685,-89.6165,55328,949,44495,9884,55,950.255511698372,970836,4732,1.71522556390977,84000055,"USA",16674.0576192019,8.55263157894737
"6630","Wyoming","US","2020-08-04 04:42:12",42.756,-107.3025,2848,27,2214,607,56,492.08738006666,54880,167,0.948033707865168,84000056,"USA",9482.35794173395,5.86376404494382
"6631","Alabama","US","2020-08-05 04:34:56",32.3182,-86.9023,93702,1666,35401,56635,1,1911.04353598732,722301,11100,1.777976990886,84000001,"USA",14731.2614147743,11.8460651853749
